Sales Person,Country,Product,Date,Amount,Boxes Shipped,Price per box,Month,Year,Month-Year,Sales Category,Sales Perfomrance,Region
Brien Boise,Australia,Milk Bars,7/27/2022,1981,52,38.09615385,Jul,2022,Jul-2022,Low,Standard,Oceania
Husein Augar,Australia,Fruit & Nut Bars,1/28/2022,7959,53,150.1698113,Jan,2022,Jan-2022,Meduim,Standard,Oceania
Madelene Upcott,Australia,Organic Choco Syrup,7/5/2022,10794,50,215.88,Jul,2022,Jul-2022,High,High Performer,Oceania
Van Tuxwell,India,White Choc,3/15/2022,1897,44,43.11363636,Mar,2022,Mar-2022,Low,Standard,Asia
Gunar Cockshoot,Canada,After Nines,8/4/2022,2744,200,13.72,Aug,2022,Aug-2022,Low,Standard,Others
Jan Morforth,USA,Fruit & Nut Bars,6/27/2022,4382,361,12.13850416,Jun,2022,Jun-2022,Low,Standard,Others
Jan Morforth,Canada,After Nines,7/13/2022,4515,172,26.25,Jul,2022,Jul-2022,Low,Standard,Others
Barr Faughny,New Zealand,Manuka Honey Choco,2/24/2022,5474,239,22.90376569,Feb,2022,Feb-2022,Meduim,Standard,Others
Karlen McCaffrey,New Zealand,85% Dark Bars,6/28/2022,6069,55,110.3454545,Jun,2022,Jun-2022,Meduim,Standard,Others
Oby Sorrel,Australia,85% Dark Bars,6/30/2022,6944,27,257.1851852,Jun,2022,Jun-2022,Meduim,Standard,Oceania
Curtice Advani,Canada,Choco Coated Almonds,8/18/2022,5859,7,837,Aug,2022,Aug-2022,Meduim,Standard,Others
Kaine Padly,India,70% Dark Bites,1/24/2022,12173,301,40.44186047,Jan,2022,Jan-2022,High,High Performer,Asia
Beverie Moffet,USA,White Choc,3/11/2022,5292,134,39.49253731,Mar,2022,Mar-2022,Meduim,Standard,Others
Ches Bonnell,New Zealand,After Nines,6/23/2022,5705,350,16.3,Jun,2022,Jun-2022,Meduim,Standard,Others
Husein Augar,India,Spicy Special Slims,8/22/2022,2492,33,75.51515152,Aug,2022,Aug-2022,Low,Standard,Asia
Gunar Cockshoot,Canada,50% Dark Bites,1/4/2022,3024,23,131.4782609,Jan,2022,Jan-2022,Low,Standard,Others
Curtice Advani,India,Milk Bars,4/5/2022,3437,201,17.09950249,Apr,2022,Apr-2022,Low,Standard,Asia
Beverie Moffet,India,Milk Bars,4/15/2022,1869,323,5.786377709,Apr,2022,Apr-2022,Low,Standard,Asia
Husein Augar,Australia,White Choc,5/11/2022,3171,220,14.41363636,May,2022,May-2022,Low,Standard,Oceania
Andria Kimpton,Canada,Manuka Honey Choco,7/21/2022,4858,488,9.954918033,Jul,2022,Jul-2022,Low,Standard,Others
Jan Morforth,New Zealand,Orange Choco,2/11/2022,1225,84,14.58333333,Feb,2022,Feb-2022,Low,Standard,Others
Andria Kimpton,Canada,Smooth Sliky Salty,7/8/2022,1155,79,14.62025316,Jul,2022,Jul-2022,Low,Standard,Others
Gunar Cockshoot,UK,Raspberry Choco,8/11/2022,6811,344,19.7994186,Aug,2022,Aug-2022,Meduim,Standard,Europe
Husein Augar,New Zealand,After Nines,8/4/2022,6433,7,919,Aug,2022,Aug-2022,Meduim,Standard,Others
Andria Kimpton,New Zealand,Orange Choco,6/14/2022,8169,88,92.82954545,Jun,2022,Jun-2022,Meduim,Standard,Others
Dennison Crosswaite,UK,Baker's Choco Chips,1/17/2022,2275,275,8.272727273,Jan,2022,Jan-2022,Low,Standard,Europe
Jehu Rudeforth,Canada,Orange Choco,6/23/2022,3857,512,7.533203125,Jun,2022,Jun-2022,Low,Standard,Others
Jehu Rudeforth,UK,Smooth Sliky Salty,8/24/2022,1463,113,12.94690265,Aug,2022,Aug-2022,Low,Standard,Europe
Andria Kimpton,UK,Caramel Stuffed Bars,6/7/2022,7924,275,28.81454545,Jun,2022,Jun-2022,Meduim,Standard,Europe
Jan Morforth,UK,White Choc,6/22/2022,8799,47,187.212766,Jun,2022,Jun-2022,Meduim,Standard,Europe
Dotty Strutley,USA,Fruit & Nut Bars,7/13/2022,2898,276,10.5,Jul,2022,Jul-2022,Low,Standard,Others
Kelci Walkden,UK,Choco Coated Almonds,5/24/2022,9506,212,44.83962264,May,2022,May-2022,Meduim,Standard,Europe
Gunar Cockshoot,New Zealand,After Nines,8/9/2022,7175,145,49.48275862,Aug,2022,Aug-2022,Meduim,Standard,Others
Kaine Padly,Canada,85% Dark Bars,4/6/2022,1729,31,55.77419355,Apr,2022,Apr-2022,Low,Standard,Others
Jan Morforth,New Zealand,Manuka Honey Choco,7/28/2022,1589,271,5.863468635,Jul,2022,Jul-2022,Low,Standard,Others
Gunar Cockshoot,New Zealand,Raspberry Choco,8/24/2022,630,52,12.11538462,Aug,2022,Aug-2022,Low,Standard,Others
Van Tuxwell,Australia,99% Dark & Pure,1/17/2022,112,128,0.875,Jan,2022,Jan-2022,Low,Standard,Oceania
Curtice Advani,USA,Drinking Coco,2/7/2022,5187,142,36.52816901,Feb,2022,Feb-2022,Meduim,Standard,Others
Brien Boise,Australia,Spicy Special Slims,5/9/2022,6223,256,24.30859375,May,2022,May-2022,Meduim,Standard,Oceania
Mallorie Waber,New Zealand,85% Dark Bars,6/6/2022,7714,106,72.77358491,Jun,2022,Jun-2022,Meduim,Standard,Others
Wilone O'Kielt,USA,Choco Coated Almonds,6/6/2022,9457,6,1576.166667,Jun,2022,Jun-2022,Meduim,Standard,Others
Beverie Moffet,New Zealand,Organic Choco Syrup,5/24/2022,6678,226,29.54867257,May,2022,May-2022,Meduim,Standard,Others
Gunar Cockshoot,UK,50% Dark Bites,1/13/2022,2107,121,17.41322314,Jan,2022,Jan-2022,Low,Standard,Europe
Marney O'Breen,USA,Raspberry Choco,5/23/2022,6069,151,40.19205298,May,2022,May-2022,Meduim,Standard,Others
Jehu Rudeforth,UK,White Choc,6/29/2022,1862,284,6.556338028,Jun,2022,Jun-2022,Low,Standard,Europe
Jehu Rudeforth,New Zealand,85% Dark Bars,3/11/2022,6972,89,78.33707865,Mar,2022,Mar-2022,Meduim,Standard,Others
Dotty Strutley,USA,85% Dark Bars,4/25/2022,10220,508,20.11811024,Apr,2022,Apr-2022,High,High Performer,Others
Rafaelita Blaksland,Australia,Smooth Sliky Salty,5/30/2022,3969,243,16.33333333,May,2022,May-2022,Low,Standard,Oceania
Curtice Advani,India,Manuka Honey Choco,5/23/2022,1547,170,9.1,May,2022,May-2022,Low,Standard,Asia
Mallorie Waber,USA,Peanut Butter Cubes,5/23/2022,1162,18,64.55555556,May,2022,May-2022,Low,Standard,Others
Van Tuxwell,Canada,Peanut Butter Cubes,6/24/2022,6342,282,22.4893617,Jun,2022,Jun-2022,Meduim,Standard,Others
Kelci Walkden,New Zealand,Smooth Sliky Salty,3/11/2022,10633,277,38.38628159,Mar,2022,Mar-2022,High,High Performer,Others
Rafaelita Blaksland,USA,Smooth Sliky Salty,7/27/2022,15057,212,71.02358491,Jul,2022,Jul-2022,High,High Performer,Others
Rafaelita Blaksland,USA,White Choc,8/16/2022,4704,126,37.33333333,Aug,2022,Aug-2022,Low,Standard,Others
Roddy Speechley,Canada,Smooth Sliky Salty,3/7/2022,9338,11,848.9090909,Mar,2022,Mar-2022,Meduim,Standard,Others
Curtice Advani,New Zealand,After Nines,4/5/2022,7959,30,265.3,Apr,2022,Apr-2022,Meduim,Standard,Others
Camilla Castle,India,85% Dark Bars,5/4/2022,9023,51,176.9215686,May,2022,May-2022,Meduim,Standard,Asia
Ches Bonnell,USA,Choco Coated Almonds,1/4/2022,14525,92,157.8804348,Jan,2022,Jan-2022,High,High Performer,Others
Marney O'Breen,Australia,Baker's Choco Chips,1/13/2022,5810,101,57.52475248,Jan,2022,Jan-2022,Meduim,Standard,Oceania
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,7/11/2022,6426,98,65.57142857,Jul,2022,Jul-2022,Meduim,Standard,Others
Kaine Padly,Australia,Mint Chip Choco,5/17/2022,4403,159,27.6918239,May,2022,May-2022,Low,Standard,Oceania
Camilla Castle,New Zealand,Peanut Butter Cubes,7/21/2022,1582,62,25.51612903,Jul,2022,Jul-2022,Low,Standard,Others
Curtice Advani,Canada,Organic Choco Syrup,2/22/2022,791,22,35.95454545,Feb,2022,Feb-2022,Low,Standard,Others
Jan Morforth,India,99% Dark & Pure,5/23/2022,9100,187,48.6631016,May,2022,May-2022,Meduim,Standard,Asia
Rafaelita Blaksland,Canada,Drinking Coco,7/12/2022,9884,200,49.42,Jul,2022,Jul-2022,Meduim,Standard,Others
Jan Morforth,UK,Orange Choco,6/15/2022,3780,201,18.80597015,Jun,2022,Jun-2022,Low,Standard,Europe
Barr Faughny,New Zealand,50% Dark Bites,6/23/2022,4557,308,14.79545455,Jun,2022,Jun-2022,Low,Standard,Others
Curtice Advani,Australia,Eclairs,3/25/2022,5796,55,105.3818182,Mar,2022,Mar-2022,Meduim,Standard,Oceania
Jan Morforth,India,Caramel Stuffed Bars,7/4/2022,84,153,0.549019608,Jul,2022,Jul-2022,Low,Standard,Asia
Andria Kimpton,UK,White Choc,5/12/2022,9037,101,89.47524752,May,2022,May-2022,Meduim,Standard,Europe
Camilla Castle,New Zealand,Raspberry Choco,4/4/2022,4746,137,34.64233577,Apr,2022,Apr-2022,Low,Standard,Others
Madelene Upcott,Australia,Orange Choco,4/15/2022,6713,398,16.86683417,Apr,2022,Apr-2022,Meduim,Standard,Oceania
Roddy Speechley,Canada,Eclairs,3/8/2022,6237,88,70.875,Mar,2022,Mar-2022,Meduim,Standard,Others
Karlen McCaffrey,India,White Choc,1/17/2022,7483,232,32.25431034,Jan,2022,Jan-2022,Meduim,Standard,Asia
Wilone O'Kielt,India,Mint Chip Choco,8/22/2022,1309,51,25.66666667,Aug,2022,Aug-2022,Low,Standard,Asia
Andria Kimpton,UK,99% Dark & Pure,7/25/2022,1155,66,17.5,Jul,2022,Jul-2022,Low,Standard,Europe
Marney O'Breen,UK,50% Dark Bites,6/14/2022,2989,124,24.10483871,Jun,2022,Jun-2022,Low,Standard,Europe
Ches Bonnell,India,Choco Coated Almonds,4/5/2022,9625,78,123.3974359,Apr,2022,Apr-2022,Meduim,Standard,Asia
Madelene Upcott,UK,Raspberry Choco,8/26/2022,7357,341,21.57478006,Aug,2022,Aug-2022,Meduim,Standard,Europe
Wilone O'Kielt,Australia,50% Dark Bites,8/3/2022,10031,114,87.99122807,Aug,2022,Aug-2022,High,High Performer,Oceania
Gigi Bohling,Canada,White Choc,7/11/2022,6587,4,1646.75,Jul,2022,Jul-2022,Meduim,Standard,Others
Wilone O'Kielt,New Zealand,Eclairs,3/11/2022,3311,22,150.5,Mar,2022,Mar-2022,Low,Standard,Others
Brien Boise,UK,Peanut Butter Cubes,1/10/2022,15330,30,511,Jan,2022,Jan-2022,High,High Performer,Europe
Roddy Speechley,UK,Baker's Choco Chips,4/4/2022,14028,351,39.96581197,Apr,2022,Apr-2022,High,High Performer,Europe
Karlen McCaffrey,Australia,50% Dark Bites,1/17/2022,6678,708,9.43220339,Jan,2022,Jan-2022,Meduim,Standard,Oceania
Marney O'Breen,New Zealand,Organic Choco Syrup,7/8/2022,8624,50,172.48,Jul,2022,Jul-2022,Meduim,Standard,Others
Jan Morforth,UK,Organic Choco Syrup,4/12/2022,1197,356,3.362359551,Apr,2022,Apr-2022,Low,Standard,Europe
Rafaelita Blaksland,Canada,Fruit & Nut Bars,8/24/2022,483,185,2.610810811,Aug,2022,Aug-2022,Low,Standard,Others
Ches Bonnell,UK,Choco Coated Almonds,6/7/2022,1687,236,7.148305085,Jun,2022,Jun-2022,Low,Standard,Europe
Gunar Cockshoot,Canada,Almond Choco,7/28/2022,1309,30,43.63333333,Jul,2022,Jul-2022,Low,Standard,Others
Husein Augar,USA,99% Dark & Pure,2/21/2022,9534,111,85.89189189,Feb,2022,Feb-2022,Meduim,Standard,Others
Dennison Crosswaite,Canada,Mint Chip Choco,4/8/2022,1694,289,5.861591696,Apr,2022,Apr-2022,Low,Standard,Others
Brien Boise,UK,Manuka Honey Choco,6/28/2022,70,103,0.67961165,Jun,2022,Jun-2022,Low,Standard,Europe
Van Tuxwell,UK,Baker's Choco Chips,3/24/2022,2443,20,122.15,Mar,2022,Mar-2022,Low,Standard,Europe
Barr Faughny,Australia,Caramel Stuffed Bars,7/29/2022,2933,55,53.32727273,Jul,2022,Jul-2022,Low,Standard,Oceania
Dennison Crosswaite,USA,Eclairs,5/25/2022,2044,90,22.71111111,May,2022,May-2022,Low,Standard,Others
Gigi Bohling,Australia,Raspberry Choco,3/30/2022,6524,303,21.53135314,Mar,2022,Mar-2022,Meduim,Standard,Oceania
Dennison Crosswaite,USA,Organic Choco Syrup,7/18/2022,12656,126,100.4444444,Jul,2022,Jul-2022,High,High Performer,Others
Beverie Moffet,Canada,Orange Choco,5/10/2022,8722,109,80.01834862,May,2022,May-2022,Meduim,Standard,Others
Mallorie Waber,Australia,Choco Coated Almonds,3/18/2022,15750,92,171.1956522,Mar,2022,Mar-2022,High,High Performer,Oceania
Ches Bonnell,India,Caramel Stuffed Bars,6/15/2022,6839,56,122.125,Jun,2022,Jun-2022,Meduim,Standard,Asia
Van Tuxwell,Canada,50% Dark Bites,5/12/2022,13685,58,235.9482759,May,2022,May-2022,High,High Performer,Others
Kelci Walkden,New Zealand,Baker's Choco Chips,6/23/2022,2912,110,26.47272727,Jun,2022,Jun-2022,Low,Standard,Others
Beverie Moffet,India,Spicy Special Slims,4/21/2022,3339,171,19.52631579,Apr,2022,Apr-2022,Low,Standard,Asia
Gigi Bohling,Australia,Almond Choco,8/17/2022,910,117,7.777777778,Aug,2022,Aug-2022,Low,Standard,Oceania
Rafaelita Blaksland,New Zealand,Eclairs,2/7/2022,19481,51,381.9803922,Feb,2022,Feb-2022,High,High Performer,Others
Kelci Walkden,Canada,Smooth Sliky Salty,3/17/2022,8099,118,68.63559322,Mar,2022,Mar-2022,Meduim,Standard,Others
Jan Morforth,India,Baker's Choco Chips,8/1/2022,13727,79,173.7594937,Aug,2022,Aug-2022,High,High Performer,Asia
Jehu Rudeforth,Australia,Milk Bars,3/18/2022,8659,29,298.5862069,Mar,2022,Mar-2022,Meduim,Standard,Oceania
Gigi Bohling,Canada,Fruit & Nut Bars,6/14/2022,5782,103,56.13592233,Jun,2022,Jun-2022,Meduim,Standard,Others
Beverie Moffet,UK,Eclairs,4/22/2022,8463,155,54.6,Apr,2022,Apr-2022,Meduim,Standard,Europe
Marney O'Breen,New Zealand,Eclairs,1/18/2022,4914,31,158.516129,Jan,2022,Jan-2022,Low,Standard,Others
Husein Augar,Australia,99% Dark & Pure,8/26/2022,3087,128,24.1171875,Aug,2022,Aug-2022,Low,Standard,Oceania
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,6/10/2022,9205,419,21.96897375,Jun,2022,Jun-2022,Meduim,Standard,Others
Curtice Advani,Canada,70% Dark Bites,1/31/2022,2303,7,329,Jan,2022,Jan-2022,Low,Standard,Others
Kelci Walkden,New Zealand,Manuka Honey Choco,4/8/2022,1358,106,12.81132075,Apr,2022,Apr-2022,Low,Standard,Others
Dotty Strutley,Australia,Baker's Choco Chips,6/7/2022,3605,68,53.01470588,Jun,2022,Jun-2022,Low,Standard,Oceania
Barr Faughny,Australia,85% Dark Bars,2/10/2022,8498,44,193.1363636,Feb,2022,Feb-2022,Meduim,Standard,Oceania
Beverie Moffet,Australia,50% Dark Bites,5/16/2022,700,457,1.531728665,May,2022,May-2022,Low,Standard,Oceania
Gunar Cockshoot,India,Baker's Choco Chips,3/18/2022,2191,524,4.18129771,Mar,2022,Mar-2022,Low,Standard,Asia
Van Tuxwell,Australia,50% Dark Bites,7/13/2022,644,137,4.700729927,Jul,2022,Jul-2022,Low,Standard,Oceania
Oby Sorrel,USA,Manuka Honey Choco,7/25/2022,4340,86,50.46511628,Jul,2022,Jul-2022,Low,Standard,Others
Van Tuxwell,Canada,Choco Coated Almonds,8/19/2022,2282,296,7.709459459,Aug,2022,Aug-2022,Low,Standard,Others
Karlen McCaffrey,Canada,70% Dark Bites,6/24/2022,7714,597,12.92127303,Jun,2022,Jun-2022,Meduim,Standard,Others
Kelci Walkden,Canada,Fruit & Nut Bars,6/20/2022,826,149,5.543624161,Jun,2022,Jun-2022,Low,Standard,Others
Camilla Castle,India,99% Dark & Pure,8/2/2022,203,207,0.980676329,Aug,2022,Aug-2022,Low,Standard,Asia
Madelene Upcott,New Zealand,70% Dark Bites,2/22/2022,13356,93,143.6129032,Feb,2022,Feb-2022,High,High Performer,Others
Mallorie Waber,New Zealand,Orange Choco,2/1/2022,6510,23,283.0434783,Feb,2022,Feb-2022,Meduim,Standard,Others
Jan Morforth,Canada,70% Dark Bites,2/14/2022,5894,305,19.32459016,Feb,2022,Feb-2022,Meduim,Standard,Others
Kelci Walkden,Australia,Milk Bars,2/24/2022,7910,125,63.28,Feb,2022,Feb-2022,Meduim,Standard,Oceania
Dennison Crosswaite,India,Orange Choco,3/18/2022,784,129,6.07751938,Mar,2022,Mar-2022,Low,Standard,Asia
Husein Augar,UK,Eclairs,8/30/2022,1750,252,6.944444444,Aug,2022,Aug-2022,Low,Standard,Europe
Gigi Bohling,USA,Peanut Butter Cubes,5/9/2022,280,75,3.733333333,May,2022,May-2022,Low,Standard,Others
Wilone O'Kielt,USA,Smooth Sliky Salty,1/18/2022,504,87,5.793103448,Jan,2022,Jan-2022,Low,Standard,Others
Curtice Advani,India,White Choc,7/4/2022,7154,342,20.91812865,Jul,2022,Jul-2022,Meduim,Standard,Asia
Oby Sorrel,New Zealand,Spicy Special Slims,6/3/2022,1617,13,124.3846154,Jun,2022,Jun-2022,Low,Standard,Others
Beverie Moffet,New Zealand,Peanut Butter Cubes,2/23/2022,10822,30,360.7333333,Feb,2022,Feb-2022,High,High Performer,Others
Dotty Strutley,New Zealand,99% Dark & Pure,5/9/2022,10724,203,52.82758621,May,2022,May-2022,High,High Performer,Others
Kelci Walkden,India,70% Dark Bites,6/6/2022,3640,106,34.33962264,Jun,2022,Jun-2022,Low,Standard,Asia
Kelci Walkden,India,Drinking Coco,7/4/2022,7532,234,32.18803419,Jul,2022,Jul-2022,Meduim,Standard,Asia
Brien Boise,New Zealand,Drinking Coco,6/6/2022,1582,100,15.82,Jun,2022,Jun-2022,Low,Standard,Others
Dotty Strutley,Australia,Almond Choco,5/13/2022,1456,91,16,May,2022,May-2022,Low,Standard,Oceania
Wilone O'Kielt,New Zealand,Organic Choco Syrup,1/31/2022,2016,277,7.277978339,Jan,2022,Jan-2022,Low,Standard,Others
Ches Bonnell,New Zealand,Caramel Stuffed Bars,6/30/2022,7588,42,180.6666667,Jun,2022,Jun-2022,Meduim,Standard,Others
Barr Faughny,Canada,Manuka Honey Choco,8/25/2022,3402,249,13.6626506,Aug,2022,Aug-2022,Low,Standard,Others
Gigi Bohling,New Zealand,Smooth Sliky Salty,1/10/2022,700,97,7.216494845,Jan,2022,Jan-2022,Low,Standard,Others
Brien Boise,USA,Manuka Honey Choco,8/22/2022,1904,8,238,Aug,2022,Aug-2022,Low,Standard,Others
Roddy Speechley,New Zealand,85% Dark Bars,4/14/2022,4844,275,17.61454545,Apr,2022,Apr-2022,Low,Standard,Others
Oby Sorrel,UK,Smooth Sliky Salty,5/31/2022,9625,313,30.75079872,May,2022,May-2022,Meduim,Standard,Europe
Oby Sorrel,UK,Raspberry Choco,4/8/2022,4599,323,14.23839009,Apr,2022,Apr-2022,Low,Standard,Europe
Roddy Speechley,USA,Drinking Coco,2/21/2022,3003,155,19.37419355,Feb,2022,Feb-2022,Low,Standard,Others
Andria Kimpton,Australia,Manuka Honey Choco,3/30/2022,9744,377,25.84615385,Mar,2022,Mar-2022,Meduim,Standard,Oceania
Mallorie Waber,India,Raspberry Choco,3/2/2022,1400,2,700,Mar,2022,Mar-2022,Low,Standard,Asia
Jehu Rudeforth,USA,Orange Choco,7/28/2022,364,170,2.141176471,Jul,2022,Jul-2022,Low,Standard,Others
Kaine Padly,New Zealand,70% Dark Bites,3/24/2022,7231,38,190.2894737,Mar,2022,Mar-2022,Meduim,Standard,Others
Curtice Advani,Australia,After Nines,8/11/2022,63,105,0.6,Aug,2022,Aug-2022,Low,Standard,Oceania
Husein Augar,UK,Almond Choco,5/17/2022,8309,166,50.05421687,May,2022,May-2022,Meduim,Standard,Europe
Kaine Padly,Canada,Choco Coated Almonds,5/18/2022,3164,164,19.29268293,May,2022,May-2022,Low,Standard,Others
Roddy Speechley,UK,Peanut Butter Cubes,8/17/2022,5691,171,33.28070175,Aug,2022,Aug-2022,Meduim,Standard,Europe
Ches Bonnell,New Zealand,Eclairs,4/4/2022,490,49,10,Apr,2022,Apr-2022,Low,Standard,Others
Brien Boise,India,85% Dark Bars,8/9/2022,18032,205,87.96097561,Aug,2022,Aug-2022,High,High Performer,Asia
Brien Boise,New Zealand,Organic Choco Syrup,1/17/2022,637,313,2.03514377,Jan,2022,Jan-2022,Low,Standard,Others
Andria Kimpton,Canada,White Choc,2/14/2022,4067,29,140.2413793,Feb,2022,Feb-2022,Low,Standard,Others
Gigi Bohling,New Zealand,Orange Choco,5/16/2022,8204,307,26.72312704,May,2022,May-2022,Meduim,Standard,Others
Ches Bonnell,Canada,Smooth Sliky Salty,3/16/2022,9870,121,81.57024793,Mar,2022,Mar-2022,Meduim,Standard,Others
Husein Augar,Canada,70% Dark Bites,1/31/2022,5131,285,18.00350877,Jan,2022,Jan-2022,Meduim,Standard,Others
Barr Faughny,Canada,Organic Choco Syrup,3/10/2022,1141,205,5.565853659,Mar,2022,Mar-2022,Low,Standard,Others
Oby Sorrel,UK,Organic Choco Syrup,6/30/2022,7980,157,50.82802548,Jun,2022,Jun-2022,Meduim,Standard,Europe
Van Tuxwell,New Zealand,Eclairs,3/1/2022,5229,182,28.73076923,Mar,2022,Mar-2022,Meduim,Standard,Others
Mallorie Waber,UK,Drinking Coco,5/27/2022,3423,100,34.23,May,2022,May-2022,Low,Standard,Europe
Oby Sorrel,UK,Milk Bars,7/11/2022,6468,223,29.0044843,Jul,2022,Jul-2022,Meduim,Standard,Europe
Karlen McCaffrey,New Zealand,Mint Chip Choco,3/2/2022,4326,61,70.91803279,Mar,2022,Mar-2022,Low,Standard,Others
Jehu Rudeforth,USA,Raspberry Choco,3/4/2022,7154,133,53.78947368,Mar,2022,Mar-2022,Meduim,Standard,Others
Kelci Walkden,UK,85% Dark Bars,6/23/2022,3997,228,17.53070175,Jun,2022,Jun-2022,Low,Standard,Europe
Kelci Walkden,USA,Almond Choco,1/27/2022,5180,233,22.23175966,Jan,2022,Jan-2022,Meduim,Standard,Others
Marney O'Breen,Canada,Orange Choco,1/14/2022,2723,425,6.407058824,Jan,2022,Jan-2022,Low,Standard,Others
Dennison Crosswaite,India,Fruit & Nut Bars,7/29/2022,952,24,39.66666667,Jul,2022,Jul-2022,Low,Standard,Asia
Brien Boise,Canada,Smooth Sliky Salty,5/13/2022,5691,495,11.4969697,May,2022,May-2022,Meduim,Standard,Others
Barr Faughny,Canada,Baker's Choco Chips,2/3/2022,10969,170,64.52352941,Feb,2022,Feb-2022,High,High Performer,Others
Brien Boise,India,Smooth Sliky Salty,5/27/2022,5964,26,229.3846154,May,2022,May-2022,Meduim,Standard,Asia
Jan Morforth,Australia,Drinking Coco,2/18/2022,2821,24,117.5416667,Feb,2022,Feb-2022,Low,Standard,Oceania
Brien Boise,India,Spicy Special Slims,1/28/2022,1302,33,39.45454545,Jan,2022,Jan-2022,Low,Standard,Asia
Van Tuxwell,UK,Eclairs,6/29/2022,5474,109,50.22018349,Jun,2022,Jun-2022,Meduim,Standard,Europe
Wilone O'Kielt,India,Caramel Stuffed Bars,1/13/2022,4179,276,15.14130435,Jan,2022,Jan-2022,Low,Standard,Asia
Jehu Rudeforth,UK,After Nines,6/27/2022,1946,164,11.86585366,Jun,2022,Jun-2022,Low,Standard,Europe
Barr Faughny,Canada,White Choc,3/29/2022,4291,1,4291,Mar,2022,Mar-2022,Low,Standard,Others
Gunar Cockshoot,India,Organic Choco Syrup,6/3/2022,7196,160,44.975,Jun,2022,Jun-2022,Meduim,Standard,Asia
Mallorie Waber,Canada,Smooth Sliky Salty,3/21/2022,1939,98,19.78571429,Mar,2022,Mar-2022,Low,Standard,Others
Mallorie Waber,India,Eclairs,4/12/2022,10437,46,226.8913043,Apr,2022,Apr-2022,High,High Performer,Asia
Rafaelita Blaksland,Australia,Raspberry Choco,1/19/2022,6916,259,26.7027027,Jan,2022,Jan-2022,Meduim,Standard,Oceania
Karlen McCaffrey,UK,50% Dark Bites,4/6/2022,3647,310,11.76451613,Apr,2022,Apr-2022,Low,Standard,Europe
Kaine Padly,Australia,50% Dark Bites,8/2/2022,8995,78,115.3205128,Aug,2022,Aug-2022,Meduim,Standard,Oceania
Gigi Bohling,Australia,Eclairs,4/12/2022,7252,136,53.32352941,Apr,2022,Apr-2022,Meduim,Standard,Oceania
Oby Sorrel,India,Drinking Coco,7/21/2022,16380,130,126,Jul,2022,Jul-2022,High,High Performer,Asia
Van Tuxwell,New Zealand,Baker's Choco Chips,3/22/2022,9660,24,402.5,Mar,2022,Mar-2022,Meduim,Standard,Others
Husein Augar,India,Peanut Butter Cubes,5/9/2022,4522,5,904.4,May,2022,May-2022,Low,Standard,Asia
Andria Kimpton,Australia,Baker's Choco Chips,8/9/2022,329,109,3.018348624,Aug,2022,Aug-2022,Low,Standard,Oceania
Madelene Upcott,Canada,Choco Coated Almonds,7/20/2022,3458,294,11.76190476,Jul,2022,Jul-2022,Low,Standard,Others
Brien Boise,India,70% Dark Bites,4/14/2022,4641,413,11.23728814,Apr,2022,Apr-2022,Low,Standard,Asia
Jehu Rudeforth,Canada,White Choc,1/25/2022,4627,136,34.02205882,Jan,2022,Jan-2022,Low,Standard,Others
Andria Kimpton,Australia,Almond Choco,4/25/2022,3192,175,18.24,Apr,2022,Apr-2022,Low,Standard,Oceania
Dotty Strutley,Canada,After Nines,1/17/2022,252,237,1.063291139,Jan,2022,Jan-2022,Low,Standard,Others
Karlen McCaffrey,USA,Eclairs,8/15/2022,868,125,6.944,Aug,2022,Aug-2022,Low,Standard,Others
Karlen McCaffrey,Canada,Fruit & Nut Bars,6/2/2022,210,16,13.125,Jun,2022,Jun-2022,Low,Standard,Others
Gunar Cockshoot,USA,85% Dark Bars,6/30/2022,7007,135,51.9037037,Jun,2022,Jun-2022,Meduim,Standard,Others
Dotty Strutley,New Zealand,Raspberry Choco,2/10/2022,5845,91,64.23076923,Feb,2022,Feb-2022,Meduim,Standard,Others
Marney O'Breen,Canada,Caramel Stuffed Bars,2/23/2022,1372,614,2.234527687,Feb,2022,Feb-2022,Low,Standard,Others
Dennison Crosswaite,India,Organic Choco Syrup,1/27/2022,8428,216,39.01851852,Jan,2022,Jan-2022,Meduim,Standard,Asia
Camilla Castle,UK,Mint Chip Choco,5/26/2022,4977,317,15.70031546,May,2022,May-2022,Low,Standard,Europe
Brien Boise,USA,70% Dark Bites,4/14/2022,1694,21,80.66666667,Apr,2022,Apr-2022,Low,Standard,Others
Madelene Upcott,Australia,99% Dark & Pure,8/1/2022,4326,154,28.09090909,Aug,2022,Aug-2022,Low,Standard,Oceania
Mallorie Waber,Australia,Eclairs,8/22/2022,9527,222,42.91441441,Aug,2022,Aug-2022,Meduim,Standard,Oceania
Marney O'Breen,India,99% Dark & Pure,7/22/2022,10766,157,68.57324841,Jul,2022,Jul-2022,High,High Performer,Asia
Husein Augar,USA,Fruit & Nut Bars,4/28/2022,1288,27,47.7037037,Apr,2022,Apr-2022,Low,Standard,Others
Kelci Walkden,Australia,Almond Choco,5/30/2022,4879,350,13.94,May,2022,May-2022,Low,Standard,Oceania
Ches Bonnell,USA,Milk Bars,7/21/2022,2408,157,15.33757962,Jul,2022,Jul-2022,Low,Standard,Others
